sz,ProbeType,CSI,ProbeType2,CSI2,cueorder,cat1,cat2,trial,position,ups,downs,pos,color,col_a,col_b
3,0,5,0,0.3,1,1,0,68,478,"(-100, 200),(100, 200),(200, 100)","(100, -200),(200, -100),(-200, -100)","(-100, 200),(100, 200),(200, 100),(100, -200),(200, -100),(-200, -100)","(222, 184, 135),(107, 142, 35),(255, 182, 193),(0, 100, 0),(139, 69, 19),(0, 230, 115)","(222, 184, 135),(107, 142, 35),(255, 182, 193)","(0, 100, 0),(139, 69, 19),(0, 230, 115)"
4,0,5,2,2,0,0,1,69,131,"(-100, 200),(100, 200),(-200, 100),(200, 100)","(-200, -100),(200, -100),(-100, -200),(100, -200)","(-100, 200),(100, 200),(-200, 100),(200, 100),(-200, -100),(200, -100),(-100, -200),(100, -200)","(0, 102, 102),(107, 142, 35),(0, 128, 128),(255, 182, 193),(255, 128, 0),(0, 230, 115),(0, 100, 0),(139, 69, 19)","(0, 102, 102),(107, 142, 35),(0, 128, 128),(255, 182, 193)","(255, 128, 0),(0, 230, 115),(0, 100, 0),(139, 69, 19)"
2,0,5,1,5,0,1,0,70,105,"(100, 200),(-200, 100)","(100, -200),(-100, -200)","(100, 200),(-200, 100),(100, -200),(-100, -200)","(222, 184, 135),(0, 102, 102),(128, 0, 128),(0, 100, 0)","(222, 184, 135),(0, 102, 102)","(128, 0, 128),(0, 100, 0)"
4,2,0.3,2,2,1,0,1,71,1131,"(100, 200),(-100, 200),(-200, 100),(200, 100)","(100, -200),(200, -100),(-200, -100),(-100, -200)","(100, 200),(-100, 200),(-200, 100),(200, 100),(100, -200),(200, -100),(-200, -100),(-100, -200)","(255, 140, 0),(0, 102, 102),(107, 142, 35),(0, 128, 128),(0, 230, 115),(255, 128, 0),(139, 69, 19),(0, 100, 0)","(255, 140, 0),(0, 102, 102),(107, 142, 35),(0, 128, 128)","(0, 230, 115),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
4,1,2,0,2,1,0,1,72,775,"(-200, 100),(200, 100),(100, 200),(-100, 200)","(-100, -200),(-200, -100),(100, -200),(200, -100)","(-200, 100),(200, 100),(100, 200),(-100, 200),(-100, -200),(-200, -100),(100, -200),(200, -100)","(255, 140, 0),(107, 142, 35),(222, 184, 135),(0, 102, 102),(255, 128, 0),(0, 100, 0),(0, 230, 115),(128, 0, 128)","(255, 140, 0),(107, 142, 35),(222, 184, 135),(0, 102, 102)","(255, 128, 0),(0, 100, 0),(0, 230, 115),(128, 0, 128)"
1,0,2,1,0.3,0,1,0,73,76,"(-200, 100)","(100, -200)","(-200, 100),(100, -200)","(255, 182, 193),(128, 0, 128)","(255, 182, 193)","(128, 0, 128)"
3,0,0.3,0,0.3,0,1,0,74,290,"(-200, 100),(-100, 200),(100, 200)","(-200, -100),(-100, -200),(100, -200)","(-200, 100),(-100, 200),(100, 200),(-200, -100),(-100, -200),(100, -200)","(0, 128, 128),(0, 102, 102),(222, 184, 135),(255, 128, 0),(0, 230, 115),(128, 0, 128)","(0, 128, 128),(0, 102, 102),(222, 184, 135)","(255, 128, 0),(0, 230, 115),(128, 0, 128)"
2,0,2,2,2,1,0,1,75,557,"(100, 200),(200, 100)","(-100, -200),(200, -100)","(100, 200),(200, 100),(-100, -200),(200, -100)","(255, 182, 193),(0, 128, 128),(0, 230, 115),(255, 128, 0)","(255, 182, 193),(0, 128, 128)","(0, 230, 115),(255, 128, 0)"
4,2,5,0,2,1,1,0,76,1067,"(-100, 200),(200, 100),(-200, 100),(100, 200)","(100, -200),(-200, -100),(200, -100),(-100, -200)","(-100, 200),(200, 100),(-200, 100),(100, 200),(100, -200),(-200, -100),(200, -100),(-100, -200)","(0, 128, 128),(255, 140, 0),(107, 142, 35),(222, 184, 135),(0, 100, 0),(128, 0, 128),(0, 230, 115),(255, 128, 0)","(0, 128, 128),(255, 140, 0),(107, 142, 35),(222, 184, 135)","(0, 100, 0),(128, 0, 128),(0, 230, 115),(255, 128, 0)"
1,1,0.3,0,0.3,1,0,1,77,720,"(200, 100)","(-100, -200)","(200, 100),(-100, -200)","(0, 102, 102),(0, 100, 0)","(0, 102, 102)","(0, 100, 0)"
2,2,2,0,5,1,0,1,78,1073,"(-200, 100),(-100, 200)","(-200, -100),(100, -200)","(-200, 100),(-100, 200),(-200, -100),(100, -200)","(0, 128, 128),(222, 184, 135),(0, 100, 0),(255, 128, 0)","(0, 128, 128),(222, 184, 135)","(0, 100, 0),(255, 128, 0)"
4,2,5,2,2,1,1,0,79,1139,"(-100, 200),(200, 100),(-200, 100),(100, 200)","(-200, -100),(100, -200),(-100, -200),(200, -100)","(-100, 200),(200, 100),(-200, 100),(100, 200),(-200, -100),(100, -200),(-100, -200),(200, -100)","(255, 182, 193),(255, 140, 0),(107, 142, 35),(0, 128, 128),(0, 230, 115),(128, 0, 128),(0, 100, 0),(139, 69, 19)","(255, 182, 193),(255, 140, 0),(107, 142, 35),(0, 128, 128)","(0, 230, 115),(128, 0, 128),(0, 100, 0),(139, 69, 19)"
4,1,0.3,0,0.3,0,1,0,80,615,"(100, 200),(200, 100),(-200, 100),(-100, 200)","(200, -100),(-200, -100),(100, -200),(-100, -200)","(100, 200),(200, 100),(-200, 100),(-100, 200),(200, -100),(-200, -100),(100, -200),(-100, -200)","(255, 182, 193),(255, 140, 0),(222, 184, 135),(0, 102, 102),(0, 100, 0),(255, 128, 0),(0, 230, 115),(139, 69, 19)","(255, 182, 193),(255, 140, 0),(222, 184, 135),(0, 102, 102)","(0, 100, 0),(255, 128, 0),(0, 230, 115),(139, 69, 19)"
3,0,2,1,5,1,0,1,81,534,"(100, 200),(200, 100),(-200, 100)","(-200, -100),(-100, -200),(100, -200)","(100, 200),(200, 100),(-200, 100),(-200, -100),(-100, -200),(100, -200)","(255, 140, 0),(222, 184, 135),(0, 128, 128),(255, 128, 0),(0, 100, 0),(139, 69, 19)","(255, 140, 0),(222, 184, 135),(0, 128, 128)","(255, 128, 0),(0, 100, 0),(139, 69, 19)"
1,0,5,1,5,1,0,1,82,536,"(100, 200)","(200, -100)","(100, 200),(200, -100)","(255, 182, 193),(128, 0, 128)","(255, 182, 193)","(128, 0, 128)"
3,0,2,0,5,1,1,0,83,498,"(-200, 100),(100, 200),(200, 100)","(-200, -100),(-100, -200),(100, -200)","(-200, 100),(100, 200),(200, 100),(-200, -100),(-100, -200),(100, -200)","(255, 182, 193),(0, 128, 128),(222, 184, 135),(255, 128, 0),(0, 230, 115),(139, 69, 19)","(255, 182, 193),(0, 128, 128),(222, 184, 135)","(255, 128, 0),(0, 230, 115),(139, 69, 19)"
3,0,0.3,0,2,0,1,0,84,50,"(100, 200),(-100, 200),(-200, 100)","(100, -200),(-100, -200),(-200, -100)","(100, 200),(-100, 200),(-200, 100),(100, -200),(-100, -200),(-200, -100)","(107, 142, 35),(0, 102, 102),(255, 182, 193),(255, 128, 0),(0, 100, 0),(128, 0, 128)","(107, 142, 35),(0, 102, 102),(255, 182, 193)","(255, 128, 0),(0, 100, 0),(128, 0, 128)"
3,0,5,1,2,1,0,1,85,238,"(200, 100),(-200, 100),(100, 200)","(200, -100),(-100, -200),(-200, -100)","(200, 100),(-200, 100),(100, 200),(200, -100),(-100, -200),(-200, -100)","(107, 142, 35),(255, 140, 0),(0, 102, 102),(139, 69, 19),(0, 100, 0),(255, 128, 0)","(107, 142, 35),(255, 140, 0),(0, 102, 102)","(139, 69, 19),(0, 100, 0),(255, 128, 0)"
4,1,2,1,5,1,1,0,86,823,"(200, 100),(-200, 100),(100, 200),(-100, 200)","(-100, -200),(-200, -100),(100, -200),(200, -100)","(200, 100),(-200, 100),(100, 200),(-100, 200),(-100, -200),(-200, -100),(100, -200),(200, -100)","(255, 140, 0),(107, 142, 35),(0, 128, 128),(222, 184, 135),(139, 69, 19),(128, 0, 128),(0, 100, 0),(255, 128, 0)","(255, 140, 0),(107, 142, 35),(0, 128, 128),(222, 184, 135)","(139, 69, 19),(128, 0, 128),(0, 100, 0),(255, 128, 0)"
3,0,2,2,5,0,0,1,87,138,"(-100, 200),(-200, 100),(200, 100)","(-100, -200),(-200, -100),(200, -100)","(-100, 200),(-200, 100),(200, 100),(-100, -200),(-200, -100),(200, -100)","(0, 128, 128),(255, 182, 193),(0, 102, 102),(0, 100, 0),(255, 128, 0),(0, 230, 115)","(0, 128, 128),(255, 182, 193),(0, 102, 102)","(0, 100, 0),(255, 128, 0),(0, 230, 115)"
2,1,2,1,0.3,0,0,1,88,653,"(-200, 100),(100, 200)","(200, -100),(-100, -200)","(-200, 100),(100, 200),(200, -100),(-100, -200)","(107, 142, 35),(222, 184, 135),(0, 100, 0),(139, 69, 19)","(107, 142, 35),(222, 184, 135)","(0, 100, 0),(139, 69, 19)"
1,0,5,0,5,1,1,0,89,464,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)","(222, 184, 135),(128, 0, 128)","(222, 184, 135)","(128, 0, 128)"
2,2,0.3,0,2,0,1,0,90,877,"(100, 200),(-100, 200)","(-200, -100),(-100, -200)","(100, 200),(-100, 200),(-200, -100),(-100, -200)","(107, 142, 35),(255, 182, 193),(255, 128, 0),(0, 100, 0)","(107, 142, 35),(255, 182, 193)","(255, 128, 0),(0, 100, 0)"
4,1,5,0,5,1,0,1,91,791,"(-100, 200),(100, 200),(200, 100),(-200, 100)","(100, -200),(-200, -100),(-100, -200),(200, -100)","(-100, 200),(100, 200),(200, 100),(-200, 100),(100, -200),(-200, -100),(-100, -200),(200, -100)","(222, 184, 135),(255, 182, 193),(107, 142, 35),(0, 102, 102),(0, 100, 0),(139, 69, 19),(128, 0, 128),(255, 128, 0)","(222, 184, 135),(255, 182, 193),(107, 142, 35),(0, 102, 102)","(0, 100, 0),(139, 69, 19),(128, 0, 128),(255, 128, 0)"
3,1,0.3,0,5,1,0,1,92,746,"(-200, 100),(100, 200),(200, 100)","(200, -100),(-200, -100),(100, -200)","(-200, 100),(100, 200),(200, 100),(200, -100),(-200, -100),(100, -200)","(107, 142, 35),(0, 128, 128),(255, 140, 0),(0, 100, 0),(0, 230, 115),(255, 128, 0)","(107, 142, 35),(0, 128, 128),(255, 140, 0)","(0, 100, 0),(0, 230, 115),(255, 128, 0)"
2,0,0.3,0,5,0,1,0,93,349,"(-200, 100),(-100, 200)","(200, -100),(-200, -100)","(-200, 100),(-100, 200),(200, -100),(-200, -100)","(0, 128, 128),(222, 184, 135),(255, 128, 0),(0, 100, 0)","(0, 128, 128),(222, 184, 135)","(255, 128, 0),(0, 100, 0)"
2,2,2,1,0.3,0,0,1,94,941,"(200, 100),(-200, 100)","(-100, -200),(200, -100)","(200, 100),(-200, 100),(-100, -200),(200, -100)","(0, 102, 102),(222, 184, 135),(128, 0, 128),(139, 69, 19)","(0, 102, 102),(222, 184, 135)","(128, 0, 128),(139, 69, 19)"
2,0,2,0,5,1,1,0,95,497,"(-200, 100),(-100, 200)","(-200, -100),(-100, -200)","(-200, 100),(-100, 200),(-200, -100),(-100, -200)","(0, 128, 128),(255, 140, 0),(128, 0, 128),(139, 69, 19)","(0, 128, 128),(255, 140, 0)","(128, 0, 128),(139, 69, 19)"
3,2,5,0,0.3,1,0,1,96,1018,"(100, 200),(200, 100),(-100, 200)","(-200, -100),(200, -100),(100, -200)","(100, 200),(200, 100),(-100, 200),(-200, -100),(200, -100),(100, -200)","(107, 142, 35),(0, 128, 128),(222, 184, 135),(128, 0, 128),(0, 230, 115),(0, 100, 0)","(107, 142, 35),(0, 128, 128),(222, 184, 135)","(128, 0, 128),(0, 230, 115),(0, 100, 0)"
2,1,0.3,0,2,0,1,0,97,625,"(-100, 200),(-200, 100)","(-200, -100),(100, -200)","(-100, 200),(-200, 100),(-200, -100),(100, -200)","(0, 128, 128),(255, 182, 193),(139, 69, 19),(128, 0, 128)","(0, 128, 128),(255, 182, 193)","(139, 69, 19),(128, 0, 128)"
4,0,0.3,0,5,1,0,1,98,171,"(100, 200),(-100, 200),(200, 100),(-200, 100)","(-200, -100),(-100, -200),(200, -100),(100, -200)","(100, 200),(-100, 200),(200, 100),(-200, 100),(-200, -100),(-100, -200),(200, -100),(100, -200)","(0, 102, 102),(107, 142, 35),(222, 184, 135),(255, 182, 193),(0, 230, 115),(0, 100, 0),(139, 69, 19),(255, 128, 0)","(0, 102, 102),(107, 142, 35),(222, 184, 135),(255, 182, 193)","(0, 230, 115),(0, 100, 0),(139, 69, 19),(255, 128, 0)"
4,0,5,0,0.3,1,1,0,99,479,"(-100, 200),(100, 200),(-200, 100),(200, 100)","(200, -100),(-200, -100),(100, -200),(-100, -200)","(-100, 200),(100, 200),(-200, 100),(200, 100),(200, -100),(-200, -100),(100, -200),(-100, -200)","(222, 184, 135),(255, 182, 193),(255, 140, 0),(107, 142, 35),(255, 128, 0),(0, 230, 115),(0, 100, 0),(139, 69, 19)","(222, 184, 135),(255, 182, 193),(255, 140, 0),(107, 142, 35)","(255, 128, 0),(0, 230, 115),(0, 100, 0),(139, 69, 19)"
1,1,0.3,0,5,0,0,1,100,636,"(200, 100)","(100, -200)","(200, 100),(100, -200)","(255, 140, 0),(128, 0, 128)","(255, 140, 0)","(128, 0, 128)"
1,0,0.3,2,2,1,1,0,101,552,"(200, 100)","(200, -100)","(200, 100),(200, -100)","(255, 140, 0),(128, 0, 128)","(255, 140, 0)","(128, 0, 128)"
2,0,2,1,2,1,1,0,102,233,"(-200, 100),(200, 100)","(-100, -200),(100, -200)","(-200, 100),(200, 100),(-100, -200),(100, -200)","(0, 128, 128),(107, 142, 35),(0, 100, 0),(255, 128, 0)","(0, 128, 128),(107, 142, 35)","(0, 100, 0),(255, 128, 0)"
3,0,0.3,0,5,1,0,1,103,206,"(-200, 100),(100, 200),(-100, 200)","(100, -200),(-200, -100),(200, -100)","(-200, 100),(100, 200),(-100, 200),(100, -200),(-200, -100),(200, -100)","(255, 182, 193),(0, 128, 128),(107, 142, 35),(128, 0, 128),(255, 128, 0),(139, 69, 19)","(255, 182, 193),(0, 128, 128),(107, 142, 35)","(128, 0, 128),(255, 128, 0),(139, 69, 19)"
4,2,5,0,2,0,0,1,104,887,"(100, 200),(-200, 100),(200, 100),(-100, 200)","(-200, -100),(100, -200),(-100, -200),(200, -100)","(100, 200),(-200, 100),(200, 100),(-100, 200),(-200, -100),(100, -200),(-100, -200),(200, -100)","(255, 140, 0),(107, 142, 35),(0, 102, 102),(222, 184, 135),(0, 230, 115),(128, 0, 128),(139, 69, 19),(255, 128, 0)","(255, 140, 0),(107, 142, 35),(0, 102, 102),(222, 184, 135)","(0, 230, 115),(128, 0, 128),(139, 69, 19),(255, 128, 0)"
4,0,5,1,2,0,1,0,105,383,"(-100, 200),(100, 200),(200, 100),(-200, 100)","(100, -200),(-200, -100),(-100, -200),(200, -100)","(-100, 200),(100, 200),(200, 100),(-200, 100),(100, -200),(-200, -100),(-100, -200),(200, -100)","(0, 102, 102),(107, 142, 35),(255, 182, 193),(222, 184, 135),(0, 100, 0),(128, 0, 128),(139, 69, 19),(0, 230, 115)","(0, 102, 102),(107, 142, 35),(255, 182, 193),(222, 184, 135)","(0, 100, 0),(128, 0, 128),(139, 69, 19),(0, 230, 115)"
3,1,2,1,2,0,0,1,106,666,"(100, 200),(-100, 200),(200, 100)","(100, -200),(200, -100),(-100, -200)","(100, 200),(-100, 200),(200, 100),(100, -200),(200, -100),(-100, -200)","(0, 128, 128),(0, 102, 102),(107, 142, 35),(139, 69, 19),(128, 0, 128),(0, 100, 0)","(0, 128, 128),(0, 102, 102),(107, 142, 35)","(139, 69, 19),(128, 0, 128),(0, 100, 0)"
1,0,2,0,0.3,1,1,0,107,184,"(200, 100)","(-100, -200)","(200, 100),(-100, -200)","(222, 184, 135),(0, 100, 0)","(222, 184, 135)","(0, 100, 0)"
3,0,0.3,1,5,1,1,0,108,242,"(100, 200),(-200, 100),(200, 100)","(-200, -100),(-100, -200),(200, -100)","(100, 200),(-200, 100),(200, 100),(-200, -100),(-100, -200),(200, -100)","(255, 140, 0),(107, 142, 35),(255, 182, 193),(139, 69, 19),(0, 230, 115),(128, 0, 128)","(255, 140, 0),(107, 142, 35),(255, 182, 193)","(139, 69, 19),(0, 230, 115),(128, 0, 128)"
1,0,2,0,2,0,0,1,109,340,"(200, 100)","(-200, -100)","(200, 100),(-200, -100)","(255, 140, 0),(0, 100, 0)","(255, 140, 0)","(0, 100, 0)"
2,1,0.3,1,2,0,0,1,110,661,"(100, 200),(-200, 100)","(-100, -200),(-200, -100)","(100, 200),(-200, 100),(-100, -200),(-200, -100)","(222, 184, 135),(107, 142, 35),(0, 230, 115),(139, 69, 19)","(222, 184, 135),(107, 142, 35)","(0, 230, 115),(139, 69, 19)"
1,0,2,2,2,0,1,0,111,124,"(200, 100)","(100, -200)","(200, 100),(100, -200)","(222, 184, 135),(0, 100, 0)","(222, 184, 135)","(0, 100, 0)"
4,2,5,0,0.3,0,0,1,112,911,"(-200, 100),(-100, 200),(100, 200),(200, 100)","(-200, -100),(200, -100),(100, -200),(-100, -200)","(-200, 100),(-100, 200),(100, 200),(200, 100),(-200, -100),(200, -100),(100, -200),(-100, -200)","(255, 140, 0),(0, 128, 128),(255, 182, 193),(0, 102, 102),(139, 69, 19),(255, 128, 0),(128, 0, 128),(0, 100, 0)","(255, 140, 0),(0, 128, 128),(255, 182, 193),(0, 102, 102)","(139, 69, 19),(255, 128, 0),(128, 0, 128),(0, 100, 0)"
1,0,5,0,2,1,1,0,113,488,"(-200, 100)","(100, -200)","(-200, 100),(100, -200)","(0, 102, 102),(139, 69, 19)","(0, 102, 102)","(139, 69, 19)"
2,0,2,1,5,1,0,1,114,245,"(100, 200),(-200, 100)","(200, -100),(100, -200)","(100, 200),(-200, 100),(200, -100),(100, -200)","(107, 142, 35),(0, 128, 128),(139, 69, 19),(128, 0, 128)","(107, 142, 35),(0, 128, 128)","(139, 69, 19),(128, 0, 128)"
3,0,0.3,0,5,0,1,0,115,62,"(-200, 100),(-100, 200),(100, 200)","(-100, -200),(-200, -100),(100, -200)","(-200, 100),(-100, 200),(100, 200),(-100, -200),(-200, -100),(100, -200)","(107, 142, 35),(0, 102, 102),(0, 128, 128),(0, 230, 115),(139, 69, 19),(255, 128, 0)","(107, 142, 35),(0, 102, 102),(0, 128, 128)","(0, 230, 115),(139, 69, 19),(255, 128, 0)"
2,0,2,1,5,0,1,0,116,389,"(200, 100),(100, 200)","(100, -200),(-200, -100)","(200, 100),(100, 200),(100, -200),(-200, -100)","(255, 140, 0),(222, 184, 135),(139, 69, 19),(0, 100, 0)","(255, 140, 0),(222, 184, 135)","(139, 69, 19),(0, 100, 0)"
4,0,5,0,2,1,0,1,117,167,"(200, 100),(-100, 200),(-200, 100),(100, 200)","(-100, -200),(-200, -100),(200, -100),(100, -200)","(200, 100),(-100, 200),(-200, 100),(100, 200),(-100, -200),(-200, -100),(200, -100),(100, -200)","(255, 182, 193),(0, 128, 128),(255, 140, 0),(0, 102, 102),(0, 230, 115),(128, 0, 128),(139, 69, 19),(255, 128, 0)","(255, 182, 193),(0, 128, 128),(255, 140, 0),(0, 102, 102)","(0, 230, 115),(128, 0, 128),(139, 69, 19),(255, 128, 0)"
4,0,5,0,2,0,0,1,118,23,"(100, 200),(-200, 100),(200, 100),(-100, 200)","(-100, -200),(200, -100),(100, -200),(-200, -100)","(100, 200),(-200, 100),(200, 100),(-100, 200),(-100, -200),(200, -100),(100, -200),(-200, -100)","(0, 102, 102),(107, 142, 35),(255, 140, 0),(0, 128, 128),(0, 230, 115),(139, 69, 19),(128, 0, 128),(255, 128, 0)","(0, 102, 102),(107, 142, 35),(255, 140, 0),(0, 128, 128)","(0, 230, 115),(139, 69, 19),(128, 0, 128),(255, 128, 0)"
4,0,0.3,0,2,0,1,0,119,303,"(100, 200),(-200, 100),(200, 100),(-100, 200)","(-100, -200),(100, -200),(-200, -100),(200, -100)","(100, 200),(-200, 100),(200, 100),(-100, 200),(-100, -200),(100, -200),(-200, -100),(200, -100)","(0, 128, 128),(222, 184, 135),(255, 182, 193),(107, 142, 35),(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)","(0, 128, 128),(222, 184, 135),(255, 182, 193),(107, 142, 35)","(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
3,1,2,2,5,0,0,1,120,714,"(-100, 200),(200, 100),(100, 200)","(-200, -100),(100, -200),(-100, -200)","(-100, 200),(200, 100),(100, 200),(-200, -100),(100, -200),(-100, -200)","(222, 184, 135),(255, 182, 193),(0, 128, 128),(128, 0, 128),(0, 100, 0),(255, 128, 0)","(222, 184, 135),(255, 182, 193),(0, 128, 128)","(128, 0, 128),(0, 100, 0),(255, 128, 0)"
2,0,0.3,2,2,0,1,0,121,409,"(100, 200),(200, 100)","(100, -200),(-200, -100)","(100, 200),(200, 100),(100, -200),(-200, -100)","(255, 182, 193),(0, 128, 128),(0, 230, 115),(255, 128, 0)","(255, 182, 193),(0, 128, 128)","(0, 230, 115),(255, 128, 0)"
3,1,0.3,0,0.3,1,1,0,122,722,"(-200, 100),(200, 100),(-100, 200)","(100, -200),(-200, -100),(-100, -200)","(-200, 100),(200, 100),(-100, 200),(100, -200),(-200, -100),(-100, -200)","(222, 184, 135),(107, 142, 35),(255, 182, 193),(139, 69, 19),(128, 0, 128),(255, 128, 0)","(222, 184, 135),(107, 142, 35),(255, 182, 193)","(139, 69, 19),(128, 0, 128),(255, 128, 0)"
3,2,0.3,0,0.3,1,0,1,123,1010,"(-100, 200),(-200, 100),(200, 100)","(100, -200),(-200, -100),(-100, -200)","(-100, 200),(-200, 100),(200, 100),(100, -200),(-200, -100),(-100, -200)","(0, 128, 128),(255, 140, 0),(222, 184, 135),(0, 100, 0),(0, 230, 115),(255, 128, 0)","(0, 128, 128),(255, 140, 0),(222, 184, 135)","(0, 100, 0),(0, 230, 115),(255, 128, 0)"
4,2,2,0,5,1,0,1,124,1039,"(100, 200),(-100, 200),(200, 100),(-200, 100)","(-200, -100),(200, -100),(-100, -200),(100, -200)","(100, 200),(-100, 200),(200, 100),(-200, 100),(-200, -100),(200, -100),(-100, -200),(100, -200)","(0, 128, 128),(222, 184, 135),(255, 182, 193),(107, 142, 35),(255, 128, 0),(139, 69, 19),(0, 100, 0),(128, 0, 128)","(0, 128, 128),(222, 184, 135),(255, 182, 193),(107, 142, 35)","(255, 128, 0),(139, 69, 19),(0, 100, 0),(128, 0, 128)"
1,0,2,0,0.3,1,1,0,125,472,"(100, 200)","(200, -100)","(100, 200),(200, -100)","(0, 102, 102),(0, 100, 0)","(0, 102, 102)","(0, 100, 0)"
2,0,5,2,0.3,1,1,0,126,261,"(100, 200),(-100, 200)","(100, -200),(-100, -200)","(100, 200),(-100, 200),(100, -200),(-100, -200)","(255, 140, 0),(107, 142, 35),(255, 128, 0),(0, 230, 115)","(255, 140, 0),(107, 142, 35)","(255, 128, 0),(0, 230, 115)"
2,0,0.3,2,0.3,1,0,1,127,253,"(-100, 200),(200, 100)","(100, -200),(-200, -100)","(-100, 200),(200, 100),(100, -200),(-200, -100)","(0, 128, 128),(107, 142, 35),(0, 100, 0),(128, 0, 128)","(0, 128, 128),(107, 142, 35)","(0, 100, 0),(128, 0, 128)"
1,2,0.3,2,2,0,1,0,128,984,"(-200, 100)","(100, -200)","(-200, 100),(100, -200)","(255, 140, 0),(139, 69, 19)","(255, 140, 0)","(139, 69, 19)"
4,0,0.3,2,2,0,0,1,129,411,"(200, 100),(100, 200),(-200, 100),(-100, 200)","(-200, -100),(100, -200),(-100, -200),(200, -100)","(200, 100),(100, 200),(-200, 100),(-100, 200),(-200, -100),(100, -200),(-100, -200),(200, -100)","(255, 182, 193),(107, 142, 35),(255, 140, 0),(222, 184, 135),(128, 0, 128),(139, 69, 19),(0, 230, 115),(0, 100, 0)","(255, 182, 193),(107, 142, 35),(255, 140, 0),(222, 184, 135)","(128, 0, 128),(139, 69, 19),(0, 230, 115),(0, 100, 0)"
3,0,2,2,2,0,0,1,130,126,"(100, 200),(-200, 100),(-100, 200)","(-200, -100),(100, -200),(200, -100)","(100, 200),(-200, 100),(-100, 200),(-200, -100),(100, -200),(200, -100)","(0, 128, 128),(255, 182, 193),(222, 184, 135),(255, 128, 0),(139, 69, 19),(128, 0, 128)","(0, 128, 128),(255, 182, 193),(222, 184, 135)","(255, 128, 0),(139, 69, 19),(128, 0, 128)"
2,0,0.3,1,2,1,1,0,131,229,"(100, 200),(-200, 100)","(100, -200),(-200, -100)","(100, 200),(-200, 100),(100, -200),(-200, -100)","(255, 140, 0),(107, 142, 35),(128, 0, 128),(0, 100, 0)","(255, 140, 0),(107, 142, 35)","(128, 0, 128),(0, 100, 0)"
2,1,5,2,0.3,0,1,0,132,693,"(200, 100),(-200, 100)","(-200, -100),(100, -200)","(200, 100),(-200, 100),(-200, -100),(100, -200)","(107, 142, 35),(255, 182, 193),(128, 0, 128),(0, 100, 0)","(107, 142, 35),(255, 182, 193)","(128, 0, 128),(0, 100, 0)"
1,1,0.3,2,5,1,0,1,133,852,"(200, 100)","(100, -200)","(200, 100),(100, -200)","(255, 140, 0),(139, 69, 19)","(255, 140, 0)","(139, 69, 19)"
1,0,5,1,2,1,0,1,134,236,"(-200, 100)","(-100, -200)","(-200, 100),(-100, -200)","(255, 140, 0),(128, 0, 128)","(255, 140, 0)","(128, 0, 128)"
4,2,0.3,0,2,0,1,0,135,915,"(-200, 100),(-100, 200),(100, 200),(200, 100)","(100, -200),(-200, -100),(-100, -200),(200, -100)","(-200, 100),(-100, 200),(100, 200),(200, 100),(100, -200),(-200, -100),(-100, -200),(200, -100)","(255, 140, 0),(0, 102, 102),(222, 184, 135),(0, 128, 128),(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)","(255, 140, 0),(0, 102, 102),(222, 184, 135),(0, 128, 128)","(128, 0, 128),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
3,0,5,0,2,0,0,1,136,22,"(100, 200),(200, 100),(-200, 100)","(-200, -100),(200, -100),(100, -200)","(100, 200),(200, 100),(-200, 100),(-200, -100),(200, -100),(100, -200)","(255, 182, 193),(0, 102, 102),(0, 128, 128),(0, 230, 115),(139, 69, 19),(128, 0, 128)","(255, 182, 193),(0, 102, 102),(0, 128, 128)","(0, 230, 115),(139, 69, 19),(128, 0, 128)"
4,0,5,2,0.3,0,1,0,137,119,"(-100, 200),(200, 100),(-200, 100),(100, 200)","(-200, -100),(100, -200),(200, -100),(-100, -200)","(-100, 200),(200, 100),(-200, 100),(100, 200),(-200, -100),(100, -200),(200, -100),(-100, -200)","(107, 142, 35),(222, 184, 135),(255, 140, 0),(0, 128, 128),(128, 0, 128),(139, 69, 19),(255, 128, 0),(0, 230, 115)","(107, 142, 35),(222, 184, 135),(255, 140, 0),(0, 128, 128)","(128, 0, 128),(139, 69, 19),(255, 128, 0),(0, 230, 115)"
4,1,0.3,0,0.3,1,0,1,138,759,"(200, 100),(-200, 100),(-100, 200),(100, 200)","(100, -200),(200, -100),(-200, -100),(-100, -200)","(200, 100),(-200, 100),(-100, 200),(100, 200),(100, -200),(200, -100),(-200, -100),(-100, -200)","(0, 128, 128),(0, 102, 102),(222, 184, 135),(107, 142, 35),(139, 69, 19),(128, 0, 128),(0, 100, 0),(255, 128, 0)","(0, 128, 128),(0, 102, 102),(222, 184, 135),(107, 142, 35)","(139, 69, 19),(128, 0, 128),(0, 100, 0),(255, 128, 0)"
1,0,2,1,0.3,1,1,0,139,508,"(-200, 100)","(100, -200)","(-200, 100),(100, -200)","(0, 102, 102),(255, 128, 0)","(0, 102, 102)","(255, 128, 0)"
